6,10,0
6,45,0
7,21,0
7,35,0
7,51,0
8,12,0
8,35,0
9,6,0
10,30,0
11,25,0
12,43,0
13,50,0
14,30,0
15,40,0
16,4,0
17,36,0
18,20,0
19,59,0
20,34,0
21,53,0
22,10,0
23,40,0
