03,46,00
03,53,00
06,45,00
07,21,00
07,35,00
07,51,00
08,12,00
08,35,00
09,06,00
10,30,00
11,25,00
12,43,00
13,50,00
14,46,00
14,21,00
15,15,00
16,04,00
17,36,00
18,20,00
19,59,00
20,34,00
21,53,00
22,10,00
23,40,00
